,field_office,Applications Received2,Approved3,Denied4,Pending5,quarter,state,code,year,fy
85,Atlanta,"5,392","3,785",225,"10,271","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Georgia,ATL,2014.0,FY 2014
89,Honolulu,976,610,51,"1,610","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Hawaii,HHW,2014.0,FY 2014
93,Boise,447,295,28,535,"FY 2014, 2nd Q, Jan. 1-March 31, 2014",Idaho,BOI,2014.0,FY 2014
97,Chicago,"7,028","5,286",681,"11,261","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Illinois,CHI,2014.0,FY 2014
101,Indianapolis,"1,070",939,91,"1,467","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Indiana,INP,2014.0,FY 2014
105,Des Moines,613,409,40,"1,073","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Iowa,DSM,2014.0,FY 2014
109,Wichita,311,365,20,389,"FY 2014, 2nd Q, Jan. 1-March 31, 2014",Kansas,WIC,2014.0,FY 2014
113,Louisville,806,672,104,971,"FY 2014, 2nd Q, Jan. 1-March 31, 2014",Kentucky,LOU,2014.0,FY 2014
117,New Orleans,935,676,95,"2,063","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Louisiana,NOL,2014.0,FY 2014
121,Portland,236,264,11,297,"FY 2014, 2nd Q, Jan. 1-March 31, 2014",Maine,POO,2014.0,FY 2014
125,Baltimore,"4,763","2,676",197,"10,952","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Maryland,BAL,2014.0,FY 2014
129,Boston,"4,204","3,108",491,"9,483","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Massachusetts,BOS,2014.0,FY 2014
131,Lawrence,"1,843","1,632",196,"2,984","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Massachusetts,LAW,2014.0,FY 2014
135,Detroit,"3,425","2,863",302,"5,356","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Michigan,DET,2014.0,FY 2014
139,St. Paul,"2,981","2,627",205,"5,125","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Minnesota,SPM,2014.0,FY 2014
143,Kansas City,"1,014",944,54,"1,211","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Missouri,KAN,2014.0,FY 2014
145,St. Louis,761,562,51,"1,326","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Missouri,STL,2014.0,FY 2014
149,Helena,103,64, D ,108,"FY 2014, 2nd Q, Jan. 1-March 31, 2014",Montana,HEL,2014.0,FY 2014
153,Omaha,804,461,53,"1,035","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Nebraska,OMA,2014.0,FY 2014
157,Las Vegas,"2,046","1,582",147,"2,711","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Nevada,LVG,2014.0,FY 2014
159,Reno,363,174,68,434,"FY 2014, 2nd Q, Jan. 1-March 31, 2014",Nevada,REN,2014.0,FY 2014
163,Manchester,404,295,23,492,"FY 2014, 2nd Q, Jan. 1-March 31, 2014",New Hampshire,MAN,2014.0,FY 2014
167,Mount Laurel,"1,771","1,781",98,"2,473","FY 2014, 2nd Q, Jan. 1-March 31, 2014",New Jersey,MTL,2014.0,FY 2014
169,Newark,"8,011","5,982",570,"13,871","FY 2014, 2nd Q, Jan. 1-March 31, 2014",New Jersey,NEW,2014.0,FY 2014
173,Albuquerque,528,266,38,705,"FY 2014, 2nd Q, Jan. 1-March 31, 2014",New Mexico,ABQ,2014.0,FY 2014
177,Albany,630,534,24,897,"FY 2014, 2nd Q, Jan. 1-March 31, 2014",New York,ALB,2014.0,FY 2014
179,Buffalo,"1,139",817,100,"1,907","FY 2014, 2nd Q, Jan. 1-March 31, 2014",New York,BUF,2014.0,FY 2014
181,Long Island,"4,872","3,550",452,"9,727","FY 2014, 2nd Q, Jan. 1-March 31, 2014",New York,LNY,2014.0,FY 2014
183,New York,"12,124","11,913","1,837","23,594","FY 2014, 2nd Q, Jan. 1-March 31, 2014",New York,NYC,2014.0,FY 2014
185,Queens,"4,181","3,579",674,"7,677","FY 2014, 2nd Q, Jan. 1-March 31, 2014",New York,QNS,2014.0,FY 2014
189,Charlotte,"1,679","1,304",125,"1,919","FY 2014, 2nd Q, Jan. 1-March 31, 2014",North Carolina,CLT,2014.0,FY 2014
191,Raleigh,"1,497","1,348",58,"2,194","FY 2014, 2nd Q, Jan. 1-March 31, 2014",North Carolina,RAL,2014.0,FY 2014
195,Cincinnati,626,541,45,830,"FY 2014, 2nd Q, Jan. 1-March 31, 2014",Ohio,CIN,2014.0,FY 2014
197,Cleveland,983,785,62,"1,150","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Ohio,CLE,2014.0,FY 2014
199,Columbus,"1,018",740,70,"1,148","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Ohio,CLM,2014.0,FY 2014
203,Oklahoma City,760,501,52,"1,558","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Oklahoma,OKC,2014.0,FY 2014
207,Portland,"1,883","1,009",80,"3,756","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Oregon,POO,2014.0,FY 2014
211,Philadelphia,"4,213","2,532",472,"7,055","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Pennsylvania,PHI,2014.0,FY 2014
213,Pittsburgh,722,658,35,"1,010","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Pennsylvania,PIT,2014.0,FY 2014
217,Providence,786,491,62,"1,197","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Rhode Island,PRO,2014.0,FY 2014
221,Charleston,870,869,72,"1,164","FY 2014, 2nd Q, Jan. 1-March 31, 2014",South Carolina,CHS,2014.0,FY 2014
225,Memphis,"1,706","1,480",97,"2,794","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Tennessee,MEM,2014.0,FY 2014
229,Dallas,"6,295","4,009",416,"11,561","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Texas,DAL,2014.0,FY 2014
231,El Paso,"1,229","1,135",80,"1,720","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Texas,ELP,2014.0,FY 2014
233,Harlingen,963,760,58,"1,590","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Texas,HLG,2014.0,FY 2014
235,Houston,"7,550","4,320",378,"10,671","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Texas,HOU,2014.0,FY 2014
237,San Antonio,"2,862","1,809",199,"4,813","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Texas,SNA,2014.0,FY 2014
241,Salt Lake City,"1,199",924,113,"1,997","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Utah,SLC,2014.0,FY 2014
245,St. Albans,178,124, D ,232,"FY 2014, 2nd Q, Jan. 1-March 31, 2014",Vermont,STA,2014.0,FY 2014
249,Norfolk,"1,239","1,025",55,"1,901","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Virginia,NOR,2014.0,FY 2014
253,Seattle,"3,804","2,289",322,"5,459","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Washington,SEA,2014.0,FY 2014
255,Spokane,218,184,24,288,"FY 2014, 2nd Q, Jan. 1-March 31, 2014",Washington,SPO,2014.0,FY 2014
257,Yakima,422,328,10,465,"FY 2014, 2nd Q, Jan. 1-March 31, 2014",Washington,YAK,2014.0,FY 2014
261,Milwaukee,"1,049",816,91,"1,412","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Wisconsin,MIL,2014.0,FY 2014
269,Hagatna,217,169,16,259,"FY 2014, 2nd Q, Jan. 1-March 31, 2014",Guam,AGA,2014.0,FY 2014
273,Charlotte Amalie,123,92, D ,157,"FY 2014, 2nd Q, Jan. 1-March 31, 2014",U.S. Virgin Islands,CHA,2014.0,FY 2014
275,Christiansted,45,22, D ,75,"FY 2014, 2nd Q, Jan. 1-March 31, 2014",U.S. Virgin Islands,CHR,2014.0,FY 2014
279,San Juan,553,543,53,"1,409","FY 2014, 2nd Q, Jan. 1-March 31, 2014",Puerto Rico,SAJ,2014.0,FY 2014
11,Anchorage,310,270,48,525,"FY 2014, 3rd Q, April 1-June 30, 2014",Alaska,ANC,2014.0,FY 2014
15,Phoenix,"3,499","1,816",314,"6,066","FY 2014, 3rd Q, April 1-June 30, 2014",Arizona,PHO,2014.0,FY 2014
17,Tucson,901,595,66,"1,379","FY 2014, 3rd Q, April 1-June 30, 2014",Arizona,TUC,2014.0,FY 2014
21,Fort Smith,332,282,16,519,"FY 2014, 3rd Q, April 1-June 30, 2014",Arkansas,FSA,2014.0,FY 2014
25,Chula Vista,"2,289","1,332",91,"3,255","FY 2014, 3rd Q, April 1-June 30, 2014",California,CVC,2014.0,FY 2014
27,Fresno,"3,365","1,665",187,"5,226","FY 2014, 3rd Q, April 1-June 30, 2014",California,FRE,2014.0,FY 2014
29,Imperial,458,328,51,622,"FY 2014, 3rd Q, April 1-June 30, 2014",California,IMP,2014.0,FY 2014
31,Los Angeles,"7,592","4,873",276,"10,986","FY 2014, 3rd Q, April 1-June 30, 2014",California,LOS,2014.0,FY 2014
33,Los Angeles County,"9,633","4,438",514,"14,223","FY 2014, 3rd Q, April 1-June 30, 2014",California,LAC,2014.0,FY 2014
35,Sacramento,"3,850","2,591",171,"5,041","FY 2014, 3rd Q, April 1-June 30, 2014",California,SAC,2014.0,FY 2014
37,San Bernardino,"6,223","2,595",340,"10,382","FY 2014, 3rd Q, April 1-June 30, 2014",California,SBD,2014.0,FY 2014
39,San Diego,"2,532","1,815",114,"3,904","FY 2014, 3rd Q, April 1-June 30, 2014",California,SND,2014.0,FY 2014
41,San Fernando Valley,"6,214","3,487",257,"9,765","FY 2014, 3rd Q, April 1-June 30, 2014",California,SFV,2014.0,FY 2014
43,San Francisco,"7,017","5,140",326,"10,879","FY 2014, 3rd Q, April 1-June 30, 2014",California,SFR,2014.0,FY 2014
45,San Jose,"4,419","3,367",285,"5,804","FY 2014, 3rd Q, April 1-June 30, 2014",California,SNJ,2014.0,FY 2014
47,Santa Ana,"5,458","2,588",407,"10,480","FY 2014, 3rd Q, April 1-June 30, 2014",California,SAA,2014.0,FY 2014
51,Denver,"2,529","1,416",197,"5,727","FY 2014, 3rd Q, April 1-June 30, 2014",Colorado,DEN,2014.0,FY 2014
55,Hartford,"2,558","1,844",209,"5,410","FY 2014, 3rd Q, April 1-June 30, 2014",Connecticut,HAR,2014.0,FY 2014
59,Dover AFB, -   , -   , -   , -   ,"FY 2014, 3rd Q, April 1-June 30, 2014",Delaware,DVD,2014.0,FY 2014
63,Washington,"4,803","4,149",337,"10,055","FY 2014, 3rd Q, April 1-June 30, 2014",District of Columbia,WAS,2014.0,FY 2014
67,Hialeah,"3,777","2,851",319,"6,446","FY 2014, 3rd Q, April 1-June 30, 2014",Florida,HIA,2014.0,FY 2014
69,Jacksonville,"1,213",938,85,"2,186","FY 2014, 3rd Q, April 1-June 30, 2014",Florida,JAC,2014.0,FY 2014
71,Kendall,"3,708","3,000",356,"4,874","FY 2014, 3rd Q, April 1-June 30, 2014",Florida,KND,2014.0,FY 2014
73,Miami,"3,769","3,092",381,"6,091","FY 2014, 3rd Q, April 1-June 30, 2014",Florida,MIA,2014.0,FY 2014
75,Oakland Park,"3,955","2,793",387,"5,662","FY 2014, 3rd Q, April 1-June 30, 2014",Florida,OKL,2014.0,FY 2014
77,Orlando,"2,816","2,063",370,"4,903","FY 2014, 3rd Q, April 1-June 30, 2014",Florida,ORL,2014.0,FY 2014
79,Tampa,"3,595","2,886",383,"5,440","FY 2014, 3rd Q, April 1-June 30, 2014",Florida,TAM,2014.0,FY 2014
81,West Palm Beach,"2,512","1,770",230,"3,265","FY 2014, 3rd Q, April 1-June 30, 2014",Florida,WPB,2014.0,FY 2014
85,Atlanta,"5,728","1,462",317,"14,190","FY 2014, 3rd Q, April 1-June 30, 2014",Georgia,ATL,2014.0,FY 2014
89,Honolulu,958,663,63,"1,752","FY 2014, 3rd Q, April 1-June 30, 2014",Hawaii,HHW,2014.0,FY 2014
93,Boise,523,271,30,771,"FY 2014, 3rd Q, April 1-June 30, 2014",Idaho,BOI,2014.0,FY 2014
97,Chicago,"8,204","6,168",603,"12,730","FY 2014, 3rd Q, April 1-June 30, 2014",Illinois,CHI,2014.0,FY 2014
101,Indianapolis,"1,103",871,95,"1,657","FY 2014, 3rd Q, April 1-June 30, 2014",Indiana,INP,2014.0,FY 2014
105,Des Moines,640,439,26,"1,280","FY 2014, 3rd Q, April 1-June 30, 2014",Iowa,DSM,2014.0,FY 2014
109,Wichita,391,129,20,630,"FY 2014, 3rd Q, April 1-June 30, 2014",Kansas,WIC,2014.0,FY 2014
113,Louisville,834,713,73,"1,060","FY 2014, 3rd Q, April 1-June 30, 2014",Kentucky,LOU,2014.0,FY 2014
117,New Orleans,"1,010",792,79,"2,202","FY 2014, 3rd Q, April 1-June 30, 2014",Louisiana,NOL,2014.0,FY 2014
121,Portland,227,185, D ,315,"FY 2014, 3rd Q, April 1-June 30, 2014",Maine,POO,2014.0,FY 2014
125,Baltimore,"5,062","3,406",220,"12,714","FY 2014, 3rd Q, April 1-June 30, 2014",Maryland,BAL,2014.0,FY 2014
129,Boston,"4,326","4,743",440,"8,651","FY 2014, 3rd Q, April 1-June 30, 2014",Massachusetts,BOS,2014.0,FY 2014
131,Lawrence,"2,060","1,509",139,"3,381","FY 2014, 3rd Q, April 1-June 30, 2014",Massachusetts,LAW,2014.0,FY 2014
135,Detroit,"3,683","3,131",437,"5,490","FY 2014, 3rd Q, April 1-June 30, 2014",Michigan,DET,2014.0,FY 2014
139,St. Paul,"2,932","1,690",242,"6,145","FY 2014, 3rd Q, April 1-June 30, 2014",Minnesota,SPM,2014.0,FY 2014
143,Kansas City,"1,000",721,45,"1,452","FY 2014, 3rd Q, April 1-June 30, 2014",Missouri,KAN,2014.0,FY 2014
145,St. Louis,772,809,85,"1,210","FY 2014, 3rd Q, April 1-June 30, 2014",Missouri,STL,2014.0,FY 2014
149,Helena,66,86, D ,85,"FY 2014, 3rd Q, April 1-June 30, 2014",Montana,HEL,2014.0,FY 2014
153,Omaha,875,701,58,"1,166","FY 2014, 3rd Q, April 1-June 30, 2014",Nebraska,OMA,2014.0,FY 2014
157,Las Vegas,"2,370","1,865",147,"3,106","FY 2014, 3rd Q, April 1-June 30, 2014",Nevada,LVG,2014.0,FY 2014
159,Reno,389,242,25,575,"FY 2014, 3rd Q, April 1-June 30, 2014",Nevada,REN,2014.0,FY 2014
163,Manchester,414,296,12,600,"FY 2014, 3rd Q, April 1-June 30, 2014",New Hampshire,MAN,2014.0,FY 2014
167,Mount Laurel,"1,827","1,440",113,"2,725","FY 2014, 3rd Q, April 1-June 30, 2014",New Jersey,MTL,2014.0,FY 2014
169,Newark,"8,806","7,925",580,"14,242","FY 2014, 3rd Q, April 1-June 30, 2014",New Jersey,NEW,2014.0,FY 2014
173,Albuquerque,583,382,33,872,"FY 2014, 3rd Q, April 1-June 30, 2014",New Mexico,ABQ,2014.0,FY 2014
177,Albany,597,491,16,"1,044","FY 2014, 3rd Q, April 1-June 30, 2014",New York,ALB,2014.0,FY 2014
179,Buffalo,"1,184",885,147,"2,148","FY 2014, 3rd Q, April 1-June 30, 2014",New York,BUF,2014.0,FY 2014
181,Long Island,"5,357","3,610",308,"11,375","FY 2014, 3rd Q, April 1-June 30, 2014",New York,LNY,2014.0,FY 2014
183,New York,"13,989","8,965","1,345","32,810","FY 2014, 3rd Q, April 1-June 30, 2014",New York,NYC,2014.0,FY 2014
185,Queens,"5,227","2,641",360,"10,008","FY 2014, 3rd Q, April 1-June 30, 2014",New York,QNS,2014.0,FY 2014
189,Charlotte,"1,838","1,487",126,"2,156","FY 2014, 3rd Q, April 1-June 30, 2014",North Carolina,CLT,2014.0,FY 2014
191,Raleigh,"1,521","1,299",48,"2,382","FY 2014, 3rd Q, April 1-June 30, 2014",North Carolina,RAL,2014.0,FY 2014
195,Cincinnati,625,578,31,888,"FY 2014, 3rd Q, April 1-June 30, 2014",Ohio,CIN,2014.0,FY 2014
197,Cleveland,956,865,72,"1,251","FY 2014, 3rd Q, April 1-June 30, 2014",Ohio,CLE,2014.0,FY 2014
199,Columbus,"1,096","1,064",62,"1,135","FY 2014, 3rd Q, April 1-June 30, 2014",Ohio,CLM,2014.0,FY 2014
203,Oklahoma City,800,287,35,"2,056","FY 2014, 3rd Q, April 1-June 30, 2014",Oklahoma,OKC,2014.0,FY 2014
207,Portland,"1,997","1,048",80,"4,568","FY 2014, 3rd Q, April 1-June 30, 2014",Oregon,POO,2014.0,FY 2014
211,Philadelphia,"4,612","3,311",246,"7,987","FY 2014, 3rd Q, April 1-June 30, 2014",Pennsylvania,PHI,2014.0,FY 2014
213,Pittsburgh,702,591,33,"1,118","FY 2014, 3rd Q, April 1-June 30, 2014",Pennsylvania,PIT,2014.0,FY 2014
217,Providence,880,641,57,"1,224","FY 2014, 3rd Q, April 1-June 30, 2014",Rhode Island,PRO,2014.0,FY 2014
221,Charleston,877,778,69,"1,204","FY 2014, 3rd Q, April 1-June 30, 2014",South Carolina,CHS,2014.0,FY 2014
225,Memphis,"1,755","1,115",88,"3,353","FY 2014, 3rd Q, April 1-June 30, 2014",Tennessee,MEM,2014.0,FY 2014
229,Dallas,"8,001","5,203",479,"14,105","FY 2014, 3rd Q, April 1-June 30, 2014",Texas,DAL,2014.0,FY 2014
231,El Paso,"1,561",770,60,"2,457","FY 2014, 3rd Q, April 1-June 30, 2014",Texas,ELP,2014.0,FY 2014
233,Harlingen,"1,312",685,94,"2,130","FY 2014, 3rd Q, April 1-June 30, 2014",Texas,HLG,2014.0,FY 2014
235,Houston,"9,418","3,980",395,"15,830","FY 2014, 3rd Q, April 1-June 30, 2014",Texas,HOU,2014.0,FY 2014
237,San Antonio,"3,687","2,589",207,"5,683","FY 2014, 3rd Q, April 1-June 30, 2014",Texas,SNA,2014.0,FY 2014
241,Salt Lake City,"1,459",967,55,"2,498","FY 2014, 3rd Q, April 1-June 30, 2014",Utah,SLC,2014.0,FY 2014
245,St. Albans,176,152, D ,324,"FY 2014, 3rd Q, April 1-June 30, 2014",Vermont,STA,2014.0,FY 2014
249,Norfolk,"1,188","1,161",43,"1,933","FY 2014, 3rd Q, April 1-June 30, 2014",Virginia,NOR,2014.0,FY 2014
253,Seattle,"3,764","1,844",258,"7,155","FY 2014, 3rd Q, April 1-June 30, 2014",Washington,SEA,2014.0,FY 2014
255,Spokane,231,215,12,294,"FY 2014, 3rd Q, April 1-June 30, 2014",Washington,SPO,2014.0,FY 2014
257,Yakima,605,383,31,682,"FY 2014, 3rd Q, April 1-June 30, 2014",Washington,YAK,2014.0,FY 2014
261,Milwaukee,974,846,150,"1,447","FY 2014, 3rd Q, April 1-June 30, 2014",Wisconsin,MIL,2014.0,FY 2014
269,Hagatna,183,157,21,294,"FY 2014, 3rd Q, April 1-June 30, 2014",Guam,AGA,2014.0,FY 2014
273,Charlotte Amalie,102,62,16,161,"FY 2014, 3rd Q, April 1-June 30, 2014",U.S. Virgin Islands,CHA,2014.0,FY 2014
275,Christiansted,106,42, D ,172,"FY 2014, 3rd Q, April 1-June 30, 2014",U.S. Virgin Islands,CHR,2014.0,FY 2014
279,San Juan,779,532,73,"1,593","FY 2014, 3rd Q, April 1-June 30, 2014",Puerto Rico,SAJ,2014.0,FY 2014
11,Anchorage,272,370,36,404,"FY 2014, 4th Q, July 1-Sept. 30, 2014",Alaska,ANC,2014.0,FY 2014
15,Phoenix,"2,589","1,749",194,"6,796","FY 2014, 4th Q, July 1-Sept. 30, 2014",Arizona,PHO,2014.0,FY 2014
17,Tucson,658,681,89,"1,291","FY 2014, 4th Q, July 1-Sept. 30, 2014",Arizona,TUC,2014.0,FY 2014
21,Fort Smith,245,349,17,406,"FY 2014, 4th Q, July 1-Sept. 30, 2014",Arkansas,FSA,2014.0,FY 2014
25,Chula Vista,"1,533","1,514",153,"3,112","FY 2014, 4th Q, July 1-Sept. 30, 2014",California,CVC,2014.0,FY 2014
27,Fresno,"2,128","2,215",178,"5,050","FY 2014, 4th Q, July 1-Sept. 30, 2014",California,FRE,2014.0,FY 2014
29,Imperial,299,400,81,421,"FY 2014, 4th Q, July 1-Sept. 30, 2014",California,IMP,2014.0,FY 2014
31,Los Angeles,"4,596","5,508",278,"9,972","FY 2014, 4th Q, July 1-Sept. 30, 2014",California,LOS,2014.0,FY 2014
33,Los Angeles County,"4,226","4,908",583,"13,026","FY 2014, 4th Q, July 1-Sept. 30, 2014",California,LAC,2014.0,FY 2014
35,Sacramento,"3,014","3,778",260,"4,209","FY 2014, 4th Q, July 1-Sept. 30, 2014",California,SAC,2014.0,FY 2014
37,San Bernardino,"3,122","3,568",412,"9,574","FY 2014, 4th Q, July 1-Sept. 30, 2014",California,SBD,2014.0,FY 2014
39,San Diego,"2,316","1,752",94,"4,593","FY 2014, 4th Q, July 1-Sept. 30, 2014",California,SND,2014.0,FY 2014
41,San Fernando Valley,"3,344","4,080",231,"8,959","FY 2014, 4th Q, July 1-Sept. 30, 2014",California,SFV,2014.0,FY 2014
43,San Francisco,"5,542","5,861",338,"10,298","FY 2014, 4th Q, July 1-Sept. 30, 2014",California,SFR,2014.0,FY 2014
45,San Jose,"3,638","3,674",250,"5,643","FY 2014, 4th Q, July 1-Sept. 30, 2014",California,SNJ,2014.0,FY 2014
47,Santa Ana,"3,325","2,165",201,"11,521","FY 2014, 4th Q, July 1-Sept. 30, 2014",California,SAA,2014.0,FY 2014
51,Denver,"1,983","1,615",241,"5,884","FY 2014, 4th Q, July 1-Sept. 30, 2014",Colorado,DEN,2014.0,FY 2014
55,Hartford,"2,203","2,306",140,"5,213","FY 2014, 4th Q, July 1-Sept. 30, 2014",Connecticut,HAR,2014.0,FY 2014
59,Dover AFB, -   , -   , -   , -   ,"FY 2014, 4th Q, July 1-Sept. 30, 2014",Delaware,DVD,2014.0,FY 2014
63,Washington,"4,269","6,702",365,"7,355","FY 2014, 4th Q, July 1-Sept. 30, 2014",District of Columbia,WAS,2014.0,FY 2014
67,Hialeah,"3,083","4,330",449,"4,892","FY 2014, 4th Q, July 1-Sept. 30, 2014",Florida,HIA,2014.0,FY 2014
69,Jacksonville,"1,105","1,141",86,"2,105","FY 2014, 4th Q, July 1-Sept. 30, 2014",Florida,JAC,2014.0,FY 2014
71,Kendall,"3,057","3,361",361,"4,262","FY 2014, 4th Q, July 1-Sept. 30, 2014",Florida,KND,2014.0,FY 2014
73,Miami,"3,166","3,312",579,"5,432","FY 2014, 4th Q, July 1-Sept. 30, 2014",Florida,MIA,2014.0,FY 2014
75,Oakland Park,"3,099","2,605",449,"5,811","FY 2014, 4th Q, July 1-Sept. 30, 2014",Florida,OKL,2014.0,FY 2014
77,Orlando,"2,301","2,353",228,"4,654","FY 2014, 4th Q, July 1-Sept. 30, 2014",Florida,ORL,2014.0,FY 2014
79,Tampa,"2,936","3,282",217,"4,951","FY 2014, 4th Q, July 1-Sept. 30, 2014",Florida,TAM,2014.0,FY 2014
81,West Palm Beach,"1,926","1,764",413,"3,091","FY 2014, 4th Q, July 1-Sept. 30, 2014",Florida,WPB,2014.0,FY 2014
85,Atlanta,"4,929","7,790",423,"11,000","FY 2014, 4th Q, July 1-Sept. 30, 2014",Georgia,ATL,2014.0,FY 2014
89,Honolulu,928,733,83,"1,890","FY 2014, 4th Q, July 1-Sept. 30, 2014",Hawaii,HHW,2014.0,FY 2014
93,Boise,275,547,33,477,"FY 2014, 4th Q, July 1-Sept. 30, 2014",Idaho,BOI,2014.0,FY 2014
97,Chicago,"6,439","7,410",419,"11,528","FY 2014, 4th Q, July 1-Sept. 30, 2014",Illinois,CHI,2014.0,FY 2014
101,Indianapolis,948,"1,037",79,"1,511","FY 2014, 4th Q, July 1-Sept. 30, 2014",Indiana,INP,2014.0,FY 2014
105,Des Moines,547,642,34,"1,178","FY 2014, 4th Q, July 1-Sept. 30, 2014",Iowa,DSM,2014.0,FY 2014
109,Wichita,304,435,14,496,"FY 2014, 4th Q, July 1-Sept. 30, 2014",Kansas,WIC,2014.0,FY 2014
113,Louisville,774,676,129,993,"FY 2014, 4th Q, July 1-Sept. 30, 2014",Kentucky,LOU,2014.0,FY 2014
117,New Orleans,833,"1,110",121,"1,827","FY 2014, 4th Q, July 1-Sept. 30, 2014",Louisiana,NOL,2014.0,FY 2014
121,Portland,272,227, D ,364,"FY 2014, 4th Q, July 1-Sept. 30, 2014",Maine,POO,2014.0,FY 2014
125,Baltimore,"4,398","3,933",323,"12,582","FY 2014, 4th Q, July 1-Sept. 30, 2014",Maryland,BAL,2014.0,FY 2014
129,Boston,"3,791","4,037",290,"8,369","FY 2014, 4th Q, July 1-Sept. 30, 2014",Massachusetts,BOS,2014.0,FY 2014
131,Lawrence,"1,782","1,976",163,"3,306","FY 2014, 4th Q, July 1-Sept. 30, 2014",Massachusetts,LAW,2014.0,FY 2014
135,Detroit,"3,025","2,989",326,"5,297","FY 2014, 4th Q, July 1-Sept. 30, 2014",Michigan,DET,2014.0,FY 2014
139,St. Paul,"2,981","3,875",270,"3,999","FY 2014, 4th Q, July 1-Sept. 30, 2014",Minnesota,SPM,2014.0,FY 2014
143,Kansas City,950,"1,039",48,"1,338","FY 2014, 4th Q, July 1-Sept. 30, 2014",Missouri,KAN,2014.0,FY 2014
145,St. Louis,793,713,68,"1,247","FY 2014, 4th Q, July 1-Sept. 30, 2014",Missouri,STL,2014.0,FY 2014
149,Helena,48,76, D ,64,"FY 2014, 4th Q, July 1-Sept. 30, 2014",Montana,HEL,2014.0,FY 2014
153,Omaha,738,796,70,"1,046","FY 2014, 4th Q, July 1-Sept. 30, 2014",Nebraska,OMA,2014.0,FY 2014
157,Las Vegas,"1,704","1,432",225,"3,370","FY 2014, 4th Q, July 1-Sept. 30, 2014",Nevada,LVG,2014.0,FY 2014
159,Reno,280,287,67,522,"FY 2014, 4th Q, July 1-Sept. 30, 2014",Nevada,REN,2014.0,FY 2014
163,Manchester,392,481,19,513,"FY 2014, 4th Q, July 1-Sept. 30, 2014",New Hampshire,MAN,2014.0,FY 2014
167,Mount Laurel,"1,654","1,801",109,"2,475","FY 2014, 4th Q, July 1-Sept. 30, 2014",New Jersey,MTL,2014.0,FY 2014
169,Newark,"7,352","7,405",662,"13,348","FY 2014, 4th Q, July 1-Sept. 30, 2014",New Jersey,NEW,2014.0,FY 2014
173,Albuquerque,387,883,26,520,"FY 2014, 4th Q, July 1-Sept. 30, 2014",New Mexico,ABQ,2014.0,FY 2014
177,Albany,607,649,22,"1,001","FY 2014, 4th Q, July 1-Sept. 30, 2014",New York,ALB,2014.0,FY 2014
179,Buffalo,"1,144",864,96,"2,413","FY 2014, 4th Q, July 1-Sept. 30, 2014",New York,BUF,2014.0,FY 2014
181,Long Island,"4,462","3,859",473,"11,195","FY 2014, 4th Q, July 1-Sept. 30, 2014",New York,LNY,2014.0,FY 2014
183,New York,"11,664","12,011","1,382","31,607","FY 2014, 4th Q, July 1-Sept. 30, 2014",New York,NYC,2014.0,FY 2014
185,Queens,"4,392","3,967",474,"10,066","FY 2014, 4th Q, July 1-Sept. 30, 2014",New York,QNS,2014.0,FY 2014
189,Charlotte,"1,557","1,283",148,"2,298","FY 2014, 4th Q, July 1-Sept. 30, 2014",North Carolina,CLT,2014.0,FY 2014
191,Raleigh,"1,418","1,719",77,"2,052","FY 2014, 4th Q, July 1-Sept. 30, 2014",North Carolina,RAL,2014.0,FY 2014
195,Cincinnati,579,557,34,892,"FY 2014, 4th Q, July 1-Sept. 30, 2014",Ohio,CIN,2014.0,FY 2014
197,Cleveland,898,843,73,"1,262","FY 2014, 4th Q, July 1-Sept. 30, 2014",Ohio,CLE,2014.0,FY 2014
